name,type,region,n_total,prop_female,merged_variants
sathendr,first,North,83938.0,0.005384926969906359,
aalook,first,North,83597.0,0.004629352727968707,
rasmi,first,North,83436.0,0.991921952154945,
sanjay,first,North,83391.0,0.005504191099758967,
sunita,first,North,83255.0,0.9981983064080235,
samkaralaal,first,North,82965.0,0.0021936961369252096,
kamalee,first,North,82886.0,0.9934608981010062,
kalaa,first,North,82877.0,0.9666976362561386,
raamasvaroop,first,North,81987.0,0.0043543488601851515,
aasamaa,first,North,81330.0,0.9896348210992254,
bhamvaree,first,North,80759.0,0.9971272551666068,
samaser,first,North,80731.0,0.028749798714248553,
babithaa,first,North,80555.0,0.9940413382161256,
deepikaa,first,North,80474.0,0.990767204314437,
jasoodaa,first,North,80282.0,0.9925014324506116,
kamalaabaaee,first,North,79982.0,0.9980745667775249,
asalam,first,North,79714.0,0.007501819002935495,
mainaa,first,North,79709.0,0.9903774981495189,
uday,first,North,79264.0,0.01237636253532499,
raamaveer,first,North,79143.0,0.003828512944922482,
anjoo,first,North,79013.0,0.9843696606887474,
raamabaaboo,first,North,78861.0,0.0031574542549549205,
raajaraanee,first,North,78606.0,0.9939953693102308,
bhaagavathee,first,North,78597.0,0.9929259386490579,
geethaabaaee,first,North,78078.0,0.9984118445656908,
raamadaas,first,North,77894.0,0.0030682722674403675,
basanthee,first,North,77600.0,0.9873711340206186,
lakhan,first,North,77307.0,0.020114607991514353,
meenaakshee,first,North,77218.0,0.9939651376622031,
saahid,first,North,77085.0,0.014788869429850166,
hariom,first,North,76828.0,0.008981100640391523,
indraavathee,first,North,76301.0,0.9935256418657684,
renu,first,North,76090.0,0.9928637140228677,
rijavaan,first,North,75964.0,0.04636406718972145,
kousilyaa,first,North,75895.0,0.9937808814809935,
kaamthaa,first,North,75411.0,0.9782657702457201,
dharmapaal,first,North,75120.0,0.0027955271565495207,
prathibhaa,first,North,75089.0,0.9911172075803379,
siyaaraam,first,North,74952.0,0.004002561639449248,
raamakisoor,first,North,74920.0,0.003643886812600107,
durgaavathee,first,North,74871.0,0.9942033631178961,
rookasaanaa,first,North,74532.0,0.9936403155691516,
bhaageerath,first,North,74460.0,0.004136449100188021,
athul,first,North,74303.0,0.007173330821097399,
neethaa,first,North,73839.0,0.9916846111133683,
rajiyaa,first,North,73745.0,0.9931927588311072,
raamaprakaas,first,North,73721.0,0.0030520475848130114,
hareeraam,first,North,73548.0,0.003059226627508566,
aariph,first,North,73445.0,0.010592960718905304,
kanhaiyaalaal,first,North,73246.0,0.0026213035524124185,
salamaan,first,North,72912.0,0.006857581742374369,
raamadevee,first,North,72718.0,0.9931791303391182,
bheem,first,North,72589.0,0.01657275895796884,
raamasree,first,North,72502.0,0.9785799012441037,
chandraavathee,first,North,72348.0,0.9924807873057997,
kusamaa,first,North,72312.0,0.9945375594645426,
naajamaa,first,North,71906.0,0.9923789391705838,
raamacharan,first,North,71891.0,0.0025733401955738548,
ranaveer,first,North,71846.0,0.030648887899117558,
kesav,first,North,71197.0,0.02943944267314634,
anuraag,first,North,70817.0,0.012313427566827174,
manoj,first,North,70687.0,0.012350219983872564,
leelaabaaee,first,North,70593.0,0.9983567775841797,
phoolavathee,first,North,70579.0,0.9962170050581618,
pujaa,first,North,70558.0,0.980186513223164,
giradhaaree,first,North,70523.0,0.00452334699317953,
vidyaavathee,first,North,70517.0,0.9942283421019045,
jameelaa,first,North,70491.0,0.9867784539870338,
dheerendr,first,North,70453.0,0.003136843001717457,
jeethendr,first,North,70312.0,0.004266697007623165,
anita,first,North,70258.0,0.998420108742065,
raamagoopaal,first,North,70040.0,0.002455739577384352,
rapheek,first,North,69776.0,0.009516166016968586,
indrajeeth,first,North,69702.0,0.04961120197411839,
raamanaath,first,North,69579.0,0.002845686198421938,
madanalaal,first,North,69324.0,0.0020339276441059375,
sabeenaa,first,North,69245.0,0.9924759910462849,
chandrapaal,first,North,68770.0,0.003228151810382434,
rookamanee,first,North,68582.0,0.9956839987168645,
ravee,first,North,68351.0,0.023701189448581586,
sathyendr,first,North,68194.0,0.0041059330732909054,
kamalaadevee,first,North,67776.0,0.9949244570349386,
aamjanaa,first,North,67766.0,0.9946433314641561,
chandrabhaan,first,North,67419.0,0.003975140539017191,
geethaadevee,first,North,67005.0,0.9955824192224461,
asvanee,first,North,66970.0,0.02707182320441989,
sameenaa,first,North,66773.0,0.9937699369505638,
baabooraam,first,North,66716.0,0.0028478925595059657,
chandravathee,first,North,66659.0,0.994044315096236,
sikhaa,first,North,66634.0,0.9892247201128553,
sambhoo,first,North,66531.0,0.0258526100614751,
desaraaj,first,North,66493.0,0.0032484622441460004,
jayaraam,first,North,65537.0,0.003158521140729664,
raamaavathaar,first,North,65366.0,0.003243276321023162,
khusaboo,first,North,65366.0,0.9837530214484594,
bahaadur,first,North,64974.0,0.0035244867177640286,
aamgooree,first,North,64929.0,0.9951793497512668,
alee,first,North,64831.0,0.017013465780259442,
raamalakhan,first,North,64599.0,0.003126983389835756,
saalinee,first,North,64239.0,0.9913292548140538,
aasiph,first,North,64236.0,0.013855159100815742,
raajabaalaa,first,North,64152.0,0.9965862326973438,
dulaaree,first,North,64114.0,0.9921701968368843,
laalajee,first,North,64005.0,0.010171080384344973,
sahajaad,first,North,63626.0,0.03948071543079873,
raamakisan,first,North,63590.0,0.002783456518320491,
alakaa,first,North,63470.0,0.9919647077359383,
jayapaal,first,North,63025.0,0.004046013486711623,
nidhi,first,North,62944.0,0.985638027452974,
saajid,first,North,62837.0,0.013909002657669844,
raveendr,first,North,62833.0,0.007511976190855124,
kalyaan,first,North,62794.0,0.01226231805586521,
ashok,first,North,62786.0,0.0058771063612907334,
harendr,first,North,62763.0,0.006659974825932476,
rithu,first,North,62690.0,0.9798532461317595,
bhamvaralaal,first,North,62566.0,0.002765080075440335,
kunthee,first,North,62520.0,0.9934900831733845,
aasuthoosh,first,North,62318.0,0.004830065149715973,
laalaaraam,first,North,62212.0,0.0027968880601813156,
raamakaran,first,North,62186.0,0.002685491911362686,
chandrakalaa,first,North,62036.0,0.9932458572441808,
umaasamkar,first,North,61924.0,0.003956462760803566,
aayasaa,first,North,61883.0,0.989787179031398,
amit,first,North,61563.0,0.005376606078326267,
jameel,first,North,61463.0,0.024014447716512375,
upendr,first,North,61368.0,0.003878242732368661,
sakeenaa,first,North,61344.0,0.9915558163797601,
hamsaraaj,first,North,61071.0,0.006222265887245992,
meenoo,first,North,60944.0,0.9730244158571804,
raadhe,first,North,60822.0,0.030186445693992304,
prasaanth,first,North,60814.0,0.004489097905087645,
aajaad,first,North,60561.0,0.03538580934925117,
najamaa,first,North,60513.0,0.9928114619999009,
nousaad,first,North,60419.0,0.02888164319171122,
lakshmeebaaee,first,North,59720.0,0.9977729403884795,
jaakir,first,North,59592.0,0.005118136662639281,
premabaaee,first,North,59580.0,0.9980866062437059,
pintoo,first,North,59381.0,0.036796281638908065,
yaasameen,first,North,59227.0,0.9787596873047766,
mootheelaal,first,North,59190.0,0.0032437911809427267,
aneesaa,first,North,59116.0,0.9887847621625279,
rihaanaa,first,North,58967.0,0.9920463988332457,
muhammad,first,North,58784.0,0.006158138268916712,
visvanaath,first,North,58745.0,0.00347263596901864,
phareedaa,first,North,58498.0,0.9910595234025095,
hinaa,first,North,58279.0,0.9898934436074744,
sivasamkar,first,North,58262.0,0.0030036730630599705,
aasaaraam,first,North,57898.0,0.004974265086876922,
kaalooraam,first,North,57743.0,0.0032904421315137766,
jagathaar,first,North,57672.0,0.019350811485642945,
amarasimh,first,North,57593.0,0.0021356762106506,
maayaadevee,first,North,57378.0,0.994388092997316,
avanees,first,North,57375.0,0.014553376906318083,
raamasevak,first,North,57362.0,0.0029985007496251873,
abhay,first,North,57238.0,0.006935951640518537,
hemanth,first,North,57220.0,0.01873470814400559,
seema,first,North,57124.0,0.9979518241019536,
nanhee,first,North,57102.0,0.992504640818185,
sivaraaj,first,North,57078.0,0.010161533340341287,
rijavaanaa,first,North,56974.0,0.9800084248955664,
sareeph,first,North,56951.0,0.02093027339291672,
prathimaa,first,North,56644.0,0.9905550455476309,
aadithy,first,North,56535.0,0.009976120986999204,
raasid,first,North,56320.0,0.011345880681818183,
rehaanaa,first,North,56266.0,0.9899050936622472,
omakaar,first,North,55840.0,0.004351719197707736,
baabulaal,first,North,55797.0,0.0023657185870208076,
divyaa,first,North,55572.0,0.9836248470452746,
reethoo,first,North,55460.0,0.9848178867652362,
paaravathee,first,North,55307.0,0.9954436147323124,
jagannaath,first,North,55276.0,0.0029307475215283305,
kumaar,first,North,55229.0,0.013833312209165475,
himaamsu,first,North,55196.0,0.02541850858757881,
munneedevee,first,North,55177.0,0.9943092230458344,
pooja,first,North,55090.0,0.995970230531857,
subhaavathee,first,North,55078.0,0.9919931733178402,
simalaa,first,North,54984.0,0.9915975556525535,
kalaabaaee,first,North,54870.0,0.9981957353745216,
saaheen,first,North,54604.0,0.9764486118233097,
vakeel,first,North,54529.0,0.010251425846797117,
maanasimh,first,North,54342.0,0.0023554525045084832,
vineeth,first,North,54268.0,0.02432372668976192,
akshay,first,North,54156.0,0.006315089740748948,
raamadayaal,first,North,53931.0,0.002781331701618735,
amaranaath,first,North,53718.0,0.0031646747831266986,
avinaas,first,North,53591.0,0.04353342912056129,
reemaa,first,North,53560.0,0.9929611650485437,
sathyavathee,first,North,53467.0,0.9944451717882058,
asookakumaar,first,North,53200.0,0.0018796992481203006,
lakshmi,first,South,507069.0,0.9511624650688565,
abdul,first,South,245413.0,0.005932856042670926,
suresh,first,South,212584.0,0.004465538202562424,suresha
ramesh,first,South,164099.0,0.006354562777539936,ramesha
muhammed,first,South,146664.0,0.002522773141329842,
mohammed,first,South,131685.0,0.006037134069939628,
satyavathi,first,South,126331.0,0.9975698759607697,
nagamani,first,South,114739.0,0.9941519448487437,
rajesh,first,South,113642.0,0.0036166206156174655,
ravi,first,South,110691.0,0.009711720013370555,
srinivasarao,first,South,103917.0,0.004157163890412541,
mary,first,South,103024.0,0.9966124398198478,
srinivasa,first,South,100523.0,0.009585518185765338,srinivas
ramanamma,first,South,94387.0,0.9945543348130569,
babu,first,South,92443.0,0.003883474140821912,
kumari,first,South,89900.0,0.9951279199110122,
parvathi,first,South,89175.0,0.9958284272497897,
nagaraju,first,South,86894.0,0.017918383317605358,
usha,first,South,86749.0,0.9966685494933659,
varalakshmi,first,South,85217.0,0.9971132520506472,
santha,first,South,83751.0,0.9866867261286433,
joseph,first,South,83023.0,0.0027582718041988365,
padma,first,South,83020.0,0.9794507347627078,
jyothi,first,South,81136.0,0.9613611713665944,
apparao,first,South,80962.0,0.00671920160075097,
geetha,first,South,80082.0,0.9962538398141905,
sarojini,first,South,79910.0,0.9979727193092228,
fathima,first,South,77336.0,0.9981767870073446,
sujatha,first,South,75024.0,0.9973208573256558,
sathyanarayan,first,South,73988.0,0.006095583067524463,
rajan,first,South,73861.0,0.0029514899608724496,
thomas,first,South,73449.0,0.0020830780541600293,
anil,first,South,72616.0,0.0053569461275751904,
basavaraaja,first,South,72131.0,0.003812507798311406,
ashoka,first,South,71730.0,0.010321414882549416,ashok
lakshhmi,first,South,71560.0,0.9929709334823924,
leela,first,South,71341.0,0.9539255126785439,
prasad,first,South,70963.0,0.005989036540168821,
devi,first,South,70669.0,0.9682321810128911,
sunitha,first,South,69545.0,0.9972391976418147,
rambabu,first,South,68991.0,0.006768998854923106,
mahesh,first,South,68372.0,0.005644458528083656,mahesha
omana,first,South,67333.0,0.9984108832221942,
santhosh,first,South,67241.0,0.018545232819262056,
anitha,first,South,66802.0,0.9973653483428639,
mahaadevi,first,South,66731.0,0.9924173172888163,
sindhu,first,South,63403.0,0.9964828162705235,
mini,first,South,62759.0,0.9988527541866505,
satyanarayana,first,South,62000.0,0.008096774193548387,
lakshmidevi,first,South,61038.0,0.9976244306825256,
biju,first,South,60711.0,0.010706461761460033,
venkatalakshmi,first,South,60266.0,0.995005475724289,
arun,first,South,59131.0,0.008506536334579155,
renukaa,first,South,58593.0,0.9925759049715837,
mariyamma,first,South,58183.0,0.9981609748551983,
muhammad,first,South,56930.0,0.0037941331459687335,
subbarao,first,South,56545.0,0.004863383146166769,
mohanan,first,South,56296.0,0.0023269859315049025,
annamma,first,South,56002.0,0.9985714795900147,
srinu,first,South,55831.0,0.007970482348516057,
madhavi,first,South,55806.0,0.9965595097301365,
bhavani,first,South,55513.0,0.9609100571037414,
sunil,first,South,54807.0,0.0044519860601747955,
vishnu,first,South,54771.0,0.04164612659984298,
vinod,first,South,54659.0,0.0037871164858486253,
narayanamma,first,South,54635.0,0.9960098837741375,
chandran,first,South,52992.0,0.0016983695652173913,
laxmi,first,South,52342.0,0.9619808184631844,
shaji,first,South,51784.0,0.03064653174725784,
bindhu,first,South,51775.0,0.9975663930468373,
bindu,first,South,51761.0,0.9958656131063929,
janaki,first,South,51483.0,0.9622788104811297,
basappa,first,South,51267.0,0.006007763278522246,
mallappa,first,South,51147.0,0.0074491172502786085,
subbamma,first,South,50845.0,0.9964794965089979,
hanamamtha,first,South,50645.0,0.005429953598578339,
thankamma,first,South,50644.0,0.9988152594581786,
rajeswari,first,South,50567.0,0.9953527003777167,
lalitha,first,South,50543.0,0.9921453020200621,
sreenivasulu,first,South,50044.0,0.006314443289904883,
george,first,South,49588.0,0.002319109461966605,
lakshhmibaayi,first,South,49455.0,0.9956526134870084,
sarada,first,South,49354.0,0.9965757588037444,
vijayan,first,South,49155.0,0.0022378191435255823,
nagalakshmi,first,South,48852.0,0.9958445918283796,
jameela,first,South,48692.0,0.9984597059065144,
divya,first,South,48455.0,0.9879269425239914,
nagaswararao,first,South,48042.0,0.0044544357020940015,
gopi,first,South,47717.0,0.020977848565500765,
jose,first,South,46717.0,0.003489093905858681,
varghese,first,South,46207.0,0.001666414179669747,
ramakrishna,first,South,46139.0,0.012288952946531134,
vijayalakshmi,first,South,46017.0,0.9970228393854446,
narayanan,first,South,45784.0,0.0018347020793290233,
ammini,first,South,45564.0,0.9985295408655956,
beena,first,South,45439.0,0.9984594731398139,
bharathi,first,South,45376.0,0.9912729196050776,
aneesh,first,South,45098.0,0.0031486983901725133,
ramarao,first,South,45005.0,0.005132763026330408,
saraswathi,first,South,44991.0,0.9955324398212976,
subaida,first,South,44938.0,0.9985090569228715,
sreedevi,first,South,44925.0,0.9980189204229271,
lakshmamma,first,South,44842.0,0.9963873154631818,
latha,first,South,44712.0,0.9981660404365719,
indira,first,South,44449.0,0.9964003689621814,
venkateswarlu,first,South,44198.0,0.007828408525272636,
rajamma,first,South,43685.0,0.9981687077944374,
siddappa,first,South,43250.0,0.006289017341040462,
padmavathi,first,South,43049.0,0.9968640386536273,
sainaba,first,South,42924.0,0.9990215264187867,
khadeeja,first,South,42854.0,0.9992066084846222,
sandhya,first,South,42675.0,0.9953837141183363,
krishnan,first,South,42507.0,0.0020702472533935586,
enkateshwarlu,first,South,42377.0,0.003610449064350945,
murali,first,South,42355.0,0.014756227127847951,
pathumma,first,South,42302.0,0.9984161505366177,
shobhaa,first,South,42280.0,0.9938032166508988,
shrinu,first,South,42035.0,0.007327227310574521,
sheeja,first,South,41808.0,0.9989236509758898,
ramadevi,first,South,41590.0,0.9969463813416687,
rani,first,South,41394.0,0.9955790694303522,
jayamma,first,South,41275.0,0.997625681405209,
kadeeja,first,South,41130.0,0.9989059080962801,
yallavva,first,South,40913.0,0.9928384621025103,
sheeba,first,South,40735.0,0.998919847796735,
kalyani,first,South,40532.0,0.9918336129477944,
jayalakshmi,first,South,40338.0,0.9973474143487531,
nagamma,first,South,40163.0,0.9959913353086174,
haseena,first,South,40066.0,0.9971297359357061,
sudha,first,South,39830.0,0.9850112980165704,
john,first,South,39564.0,0.018906076230916995,
radhakrishnan,first,South,39322.0,0.0017293118356136515,
venkatesh,first,South,38974.0,0.006106635192692564,
praveen,first,South,38901.0,0.009922624097066913,
amina,first,South,38894.0,0.9832364889185993,
venkateshwararao,first,South,38561.0,0.00285262311662042,
reshma,first,South,38547.0,0.9967831478454873,
ayisha,first,South,38067.0,0.9986865263876848,
girija,first,South,37899.0,0.9944061848597588,
sumathi,first,South,37753.0,0.9977750112573835,
sajitha,first,South,37735.0,0.9983304624354048,
mathew,first,South,37633.0,0.0014083384263811017,
padamavathi,first,South,37329.0,0.9975086393956442,
gamgavva,first,South,37217.0,0.9942768089851411,
akhil,first,South,37115.0,0.0026943284386366697,
pradeep,first,South,37004.0,0.002702410550210788,
ratheesh,first,South,36949.0,0.0014885382554331646,
raveendran,first,South,36921.0,0.0017334308388180168,
nisha,first,South,36860.0,0.9983993488876831,
gangamma,first,South,36670.0,0.9954731388055631,
yallappa,first,South,36669.0,0.00998118301562628,
lakshhmana,first,South,36240.0,0.0048841059602649,
paarvathi,first,South,36147.0,0.9949650040113979,
unnikrishnan,first,South,35907.0,0.0018102319881917175,
kamala,first,South,35667.0,0.9804300894384165,
pushpa,first,South,35597.0,0.9800544989746327,
kiran,first,South,35579.0,0.04862418842575677,
mariamma,first,South,35429.0,0.9980806683790115,
syamala,first,South,35400.0,0.9797175141242938,
nirmala,first,South,35082.0,0.991192064306482,
valsala,first,South,34903.0,0.9981663467323726,
nabeesa,first,South,34802.0,0.9981897592092408,
devaki,first,South,34740.0,0.9968911917098445,
savithaa,first,South,34733.0,0.9904989491261912,
sujata,first,South,34697.0,0.9965414877366919,
mohamed,first,South,34621.0,0.015164206695358309,
balakrishnan,first,South,34521.0,0.0019408476000115872,
safiya,first,South,34496.0,0.9988404452690167,
shaamthavva,first,South,34472.0,0.9954745880714783,
venkateswara,first,South,34469.0,0.012910151150308974,
deepa,first,South,34209.0,0.9969890964366103,
manoj,first,South,34006.0,0.0046756454743280594,
ramachandran,first,South,33629.0,0.0016949656546433138,
rajani,first,South,33485.0,0.9828579961176647,
vijayamma,first,South,33325.0,0.9981995498874718,
maaruthi,first,South,33258.0,0.004239581454086235,
ramulamma,first,South,33213.0,0.9954836961430765,
sreeja,first,South,33200.0,0.9987650602409639,
mallamma,first,South,33102.0,0.9949549876140414,
ramalakshmi,first,South,32784.0,0.9950280624694973,
asha,first,South,32768.0,0.994415283203125,
aisha,first,South,32571.0,0.9986798071904455,
sheela,first,South,32559.0,0.9946251420498172,
antony,first,South,32486.0,0.005386935910853906,
sobhana,first,South,32456.0,0.99205077643579,
narasamma,first,South,32383.0,0.9925578235493931,
samthoshha,first,South,32089.0,0.007728505095203964,
suseela,first,South,31978.0,0.9969041215835888,
chandrika,first,South,31891.0,0.9984321595434449,
santhi,first,South,31724.0,0.9703063926364898,
mohan,first,South,31498.0,0.016858213219886977,
sulochana,first,South,31351.0,0.997639628719977,
thankamani,first,South,31043.0,0.9858583255484328,
ambika,first,South,30705.0,0.9974596971177333,
rathnamma,first,South,30659.0,0.9979125216086631,
manikandan,first,South,30592.0,0.0019939853556485356,
soumya,first,South,30587.0,0.998038382319286,
prakaasha,first,South,30564.0,0.00350085067399555,
anoop,first,South,30517.0,0.0008847527607562998,
surendran,first,South,30499.0,0.002623036820879373,
athira,first,South,30300.0,0.9976237623762376,
githaa,first,South,30188.0,0.991784815158341,
anusha,first,South,30105.0,0.9941205779770802,
kavitha,first,South,29895.0,0.9968222110720857,
manju,first,South,29807.0,0.9818834501962627,
ganesh,first,South,29777.0,0.011854787251905833,
narayana,first,South,29386.0,0.03457428707547812,
suhara,first,South,29366.0,0.9987400395014643,
krishnaveni,first,South,29339.0,0.9960803026688027,
mahaadeva,first,South,29296.0,0.012766247951938831,
rahul,first,South,29295.0,0.0018774534903567162,
sudhakar,first,South,29187.0,0.00575598725459965,
nimgappa,first,South,29092.0,0.006531005087309226,
shivaanamda,first,South,29075.0,0.004505588993981084,
shamkara,first,South,28940.0,0.005701451278507256,
chinnamma,first,South,28916.0,0.9962304606446258,
mallikaarjuna,first,South,28888.0,0.004119357518692883,
jayashri,first,South,28796.0,0.9919780525072927,
appalanaidu,first,South,28701.0,0.007142608271488798,
mamjunaathha,first,South,28515.0,0.0039978958442924775,
bhimappa,first,South,28514.0,0.0069790278459704,
savitri,first,South,28512.0,0.9967382154882155,
anilkumar,first,South,28469.0,0.0025641926305806314,
shivappa,first,South,28457.0,0.004989984889482377,
sreejith,first,South,28379.0,0.002678036576341661,
naseema,first,South,28345.0,0.9984124184159464,
dhanalakshmi,first,South,28341.0,0.9961539818637309,
remya,first,South,28128.0,0.9987912400455062,
ramla,first,South,28070.0,0.9973993587459922,
leelamma,first,South,28054.0,0.9991445070221715,
subramanyam,first,South,28050.0,0.007736185383244207,
sasidharan,first,South,27913.0,0.001647977644824992,
nafeesa,first,South,27895.0,0.9987811435741172,
velayudhan,first,South,27710.0,0.001804402742692169,
vimala,first,South,27641.0,0.9930899750370826,
suma,first,South,27617.0,0.9971394430966434,
joy,first,South,27596.0,0.009566603855631252,
balan,first,South,27574.0,0.002611155436280554,
kondamma,first,South,27527.0,0.9947324445090275,
ibrahim,first,South,27520.0,0.002507267441860465,
venkatamma,first,South,27468.0,0.9960681520314548,
saavithri,first,South,27387.0,0.993025888195129,
shibu,first,South,27381.0,0.0038712976151345823,
sulaikha,first,South,27243.0,0.9988253863377748,
viththala,first,South,27139.0,0.0041637495854674085,
mamjulaa,first,South,27087.0,0.9924687119282313,
sukumaran,first,South,27081.0,0.0018463129131125143,
savithri,first,South,27045.0,0.9977444999075614,
naresh,first,South,26958.0,0.005452926774983307,
priya,first,South,26934.0,0.9936511472488305,
rosamma,first,South,26921.0,0.9988113368745589,
suryanarain,first,South,26868.0,0.007146047342563644,
satish,first,South,26864.0,0.005881477069684336,
ramya,first,South,26843.0,0.9956413217598629,
raaju,first,South,26841.0,0.006296337692336351,
bhaarathi,first,South,26664.0,0.9913741374137414,
anuradha,first,South,26589.0,0.9954868554665464,
aswathy,first,South,26548.0,0.9983426246798253,
smitha,first,South,26542.0,0.998945068193806,
neethu,first,South,26405.0,0.997273243703844,
kasthuri,first,South,26400.0,0.990909090909091,
mallavva,first,South,26283.0,0.994140699311342,
satheesh,first,South,26261.0,0.002894025360801188,
saritha,first,South,26219.0,0.9977878637629201,
ajith,first,South,26158.0,0.004090526798684915,
basavva,first,South,26012.0,0.9933492234353375,
basheer,first,South,25685.0,0.019233015378625658,
narayani,first,South,25622.0,0.9971508859573803,
sarath,first,South,25570.0,0.005240516229956981,
naagappa,first,South,25403.0,0.005668621816320907,
koteswararao,first,South,25235.0,0.006538537745195166,
sunithaa,first,South,25174.0,0.9916977834273457,
nageswara,first,South,25127.0,0.007243204521033152,
aboobacker,first,South,25124.0,0.0024677599108422228,
subbalakshmi,first,South,24861.0,0.9971441213145087,
lavanya,first,South,24848.0,0.985954603992273,
radhamani,first,South,24678.0,0.9983386011832401,
aadilakshmi,first,South,24383.0,0.9969650986342944,
meenakshi,first,South,24348.0,0.9950714637752588,
venkayamma,first,South,24305.0,0.9974079407529315,
prakash,first,South,24286.0,0.00790578934365478,
ponnamma,first,South,24205.0,0.9988019004337947,
ramanaiah,first,South,24185.0,0.011205292536696299,
aleyamma,first,South,24177.0,0.9990900442569384,
shrishaila,first,South,24127.0,0.005512496373357649,
vasu,first,South,24063.0,0.00806217013672443,
manjula,first,South,23881.0,0.9632343704199992,
nilavva,first,South,23770.0,0.9944888514934792,
sobha,first,South,23766.0,0.9962130775056803,
suribabu,first,South,23665.0,0.005282062117050497,
hamsa,first,South,23626.0,0.03978667569626682,
swathi,first,South,23481.0,0.9865848984285167,
shaamthaa,first,South,23317.0,0.9945962173521465,
sattibabu,first,South,23296.0,0.005880837912087912,
reena,first,South,23270.0,0.9987107864202837,
renuka,first,South,23257.0,0.9855097390033108,
remani,first,South,23208.0,0.9982764563943468,
anjali,first,South,23204.0,0.995431822099638,
eeshvaramma,first,South,23164.0,0.9971939216024867,
prameela,first,South,23089.0,0.9969249426133656,
baabu,first,South,23064.0,0.006460284425945196,
jayasree,first,South,23033.0,0.9987409369165979,
kamalamma,first,South,22968.0,0.9979536746778126,
vijailaxmi,first,South,22914.0,0.9980797765558174,
srinivasulu,first,South,22875.0,0.006251366120218579,
naveen,first,South,22703.0,0.012201030700788443,
abhilash,first,South,22647.0,0.0014571466419393297,
rajeev,first,South,22620.0,0.004155614500442086,
rajendran,first,South,22572.0,0.001949317738791423,
dhanya,first,South,22567.0,0.997828687907121,
appanna,first,South,22543.0,0.024575256177083796,
danalaxmi,first,South,22539.0,0.9972492124761525,
saramma,first,South,22518.0,0.9985345057287504,
shaamthaabaayi,first,South,22493.0,0.9956875472369181,
sharanappa,first,South,22462.0,0.006544386074258748,
anju,first,South,22391.0,0.9935688446250726,
rekhaa,first,South,22344.0,0.9929287504475475,
samgithaa,first,South,22313.0,0.9912607000403353,
ali,first,South,22171.0,0.018943665148166523,
sridevi,first,South,22158.0,0.9961639137106237,
sreedharan,first,South,22125.0,0.0022598870056497176,
venkatrao,first,South,22117.0,0.004657051137134331,
noushad,first,South,22014.0,0.01757972199509403,
abraham,first,South,21975.0,0.002093287827076223,
shridevi,first,South,21969.0,0.991761117938914,
radhika,first,South,21961.0,0.9969946723737535,
sarasvati,first,South,21819.0,0.9956918282231083,
karthiayani,first,South,21769.0,0.9988975148146447,
mano,first,South,21714.0,0.007230358294188081,
kumar,first,South,21658.0,0.02114692030658417,
prasanth,first,South,21628.0,0.009432217495838727,
annapurna,first,South,21578.0,0.9918435443507276,
irappa,first,South,21512.0,0.005624767571587951,
mahaamthesha,first,South,21385.0,0.0036941781622632686,
sandeep,first,South,21232.0,0.002825923134890731,
manga,first,South,21216.0,0.9621983408748115,
molly,first,South,21199.0,0.9994339355629982,
ramadaevi,first,South,21191.0,0.9976876976074749,
anjamma,first,South,21177.0,0.9967417481229636,
santhamma,first,South,21131.0,0.9986749325635322,
rajeshvari,first,South,21085.0,0.9968698126630305,
moideen,first,South,21036.0,0.002519490397413957,
nalini,first,South,21034.0,0.991585052771703,
ammaji,first,South,20910.0,0.9942132950741273,
suryanarayana,first,South,20878.0,0.008190439697289012,
basamma,first,South,20858.0,0.9944865279509061,
prabhavathi,first,South,20822.0,0.9967822495437518,
noorjahan,first,South,20790.0,0.9948532948532949,
kumaran,first,South,20766.0,0.002552248868342483,
vijayakumari,first,South,20738.0,0.9967209952743755,
bhaskaran,first,South,20671.0,0.0017415703159015046,
muraleedharan,first,South,20618.0,0.0020855563100203706,
parashuraama,first,South,20615.0,0.004753820033955857,
lachami,first,South,20529.0,0.9510448633640216,
prabhakaran,first,South,20519.0,0.0017544714654710268,
abdulla,first,South,20397.0,0.0034318772368485562,
mallikarjuna,first,South,20340.0,0.008210422812192723,
aanamda,first,South,20162.0,0.00446384287273088,
abdu,first,South,20149.0,0.0019355799295250385,
asokan,first,South,20044.0,0.0013969267611255239,
gopalan,first,South,20039.0,0.002145815659464045,
venkatarao,first,South,20036.0,0.005789578758235177,
seetamma,first,South,19973.0,0.9966955389776198,
sailaja,first,South,19845.0,0.9954648526077098,
baiju,first,South,19820.0,0.008324924318869829,
ramakrishnan,first,South,19812.0,0.0019180294770845953,
laila,first,South,19776.0,0.9987358414239482,
sudheesh,first,South,19708.0,0.001928151004668155,
vilasini,first,South,19638.0,0.9984214278439759,
mallika,first,South,19538.0,0.9895588084757908,
gauravva,first,South,19512.0,0.9939011890118902,
samgappa,first,South,19479.0,0.0042609990245905845,
jisha,first,South,19450.0,0.9980976863753214,
pavan,first,South,19358.0,0.016014051038330406,
kallappa,first,South,19354.0,0.00599359305569908,
musthafa,first,South,19341.0,0.0028436999121038207,
surekhaa,first,South,19214.0,0.9934422816696159,
suvarnaa,first,South,19214.0,0.9936504632039138,
sunamdaa,first,South,19203.0,0.9940113523928553,
swapna,first,South,19172.0,0.9955664510744836,
raamappa,first,South,19170.0,0.0038601982263954094,
sumithraa,first,South,19152.0,0.9934732664995823,
