name,type,region,n_total,prop_female,merged_variants
alavi,last,South,36291.0,,
anand,last,South,36246.0,,
maruthamuthu,last,South,35976.0,,
mallappa,last,South,35940.0,,
sasikumar,last,South,35927.0,,
kurian,last,South,35772.0,,
mol,last,South,35705.0,,
velusami,last,South,35685.0,,
chinna,last,South,35583.0,,
seenuvasan,last,South,35568.0,,
muthukumar,last,South,35540.0,,
ponnan,last,South,35491.0,,
periyannan,last,South,35406.0,,
naik,last,South,35317.0,,
kannappan,last,South,35297.0,,
rajappan,last,South,35115.0,,
nagamani,last,South,34963.0,,
pilli,last,South,34904.0,,
sahadevan,last,South,34884.0,,
subramanyam,last,South,34831.0,,
santhosh,last,South,34820.0,,
korra,last,South,34816.0,,
aarokkiyasaami,last,South,34758.0,,
lakshmidevi,last,South,34534.0,,
gaddam,last,South,34513.0,,
mallamma,last,South,34484.0,,
chakali,last,South,34479.0,,
senthil,last,South,34400.0,,
mala,last,South,34329.0,,
selvan,last,South,34224.0,,
bhuya,last,South,34207.0,,
ayyanar,last,South,34115.0,,
vaiyapuri,last,South,34092.0,,
nagamma,last,South,34060.0,,
radha,last,South,34051.0,,
saba,last,South,34003.0,,
nadapha,last,South,33860.0,,
venu,last,South,33829.0,,
rajaram,last,South,33606.0,,
mari,last,South,33472.0,,
salim,last,South,33472.0,,
raani,last,South,33415.0,,
jagadeesan,last,South,33398.0,,
ayyavu,last,South,33314.0,,
kol,last,South,33258.0,,
mula,last,South,33203.0,,
singaram,last,South,33164.0,,
shanmugavel,last,South,33147.0,,
appu,last,South,33127.0,,
sureshkumar,last,South,33036.0,,
nadar,last,South,32959.0,,
pasupuleti,last,South,32930.0,,
talari,last,South,32928.0,,
yadamma,last,South,32879.0,,
patil,last,West,2553214.0,,
jadhav,last,West,1627477.0,,
pavar,last,West,1447644.0,,pavara
shinde,last,West,1103005.0,,
chavan,last,West,919708.0,,
kamble,last,West,815147.0,,
gayakawad,last,West,774686.0,,
khan,last,West,646831.0,,
more,last,West,607285.0,,
rathod,last,West,588538.0,,
chaudhari,last,West,536158.0,,
kadam,last,West,531137.0,,
yadav,last,West,504017.0,,
sonavane,last,West,424526.0,,
raut,last,West,419408.0,,
kale,last,West,390807.0,,
pathan,last,West,386815.0,,
shah,last,West,368511.0,,shaha
deshmukh,last,West,353146.0,,
mane,last,West,347324.0,,
savant,last,West,332480.0,,
patel,last,West,328767.0,,
bhosale,last,West,316483.0,,
mali,last,West,314722.0,,
waghmare,last,West,312037.0,,
thackeray,last,West,280864.0,,
naik,last,West,277151.0,,
ansari,last,West,264556.0,,
gupta,last,West,250471.0,,
koli,last,West,250373.0,,
ramesh,last,West,248252.0,,
jagatap,last,West,245361.0,,
suryavamshi,last,West,240635.0,,
joshi,last,West,219241.0,,
ingale,last,West,215127.0,,
meshram,last,West,210631.0,,
sharma,last,West,198010.0,,
gita,last,West,191900.0,,
bhil,last,West,186270.0,,
shelke,last,West,177518.0,,
nikam,last,West,171629.0,,
thakur,last,West,168973.0,,
sutar,last,West,167631.0,,
thorat,last,West,166166.0,,
savita,last,West,165416.0,,
jain,last,West,164228.0,,
sing,last,West,157244.0,,
kumbhar,last,West,155903.0,,
mahajan,last,West,152425.0,,
bharat,last,West,147478.0,,
vagh,last,West,145410.0,,
desai,last,West,143497.0,,
mhatre,last,West,143298.0,,
suresh,last,West,141822.0,,
ashoka,last,West,141544.0,,ashok
gawali,last,West,137456.0,,
mohite,last,West,137033.0,,
hansa,last,West,135914.0,,
manjula,last,West,134477.0,,
gurav,last,West,133954.0,,
gavade,last,West,131561.0,,
manisha,last,West,131390.0,,manish
bhagat,last,West,130668.0,,
rekha,last,West,129643.0,,
dinesh,last,West,128463.0,,
ahire,last,West,127666.0,,
sanjay,last,West,126662.0,,
abdul,last,West,126637.0,,
kureshi,last,West,124021.0,,
babu,last,West,123935.0,,
sabale,last,West,122298.0,,
dalavi,last,West,121442.0,,
mahesh,last,West,120896.0,,
singh,last,West,120888.0,,
ahmad,last,West,120077.0,,
vijay,last,West,119682.0,,
lila,last,West,119553.0,,
shende,last,West,117452.0,,
rajesh,last,West,117047.0,,
bhalerao,last,West,116619.0,,
sharada,last,West,116358.0,,
tayade,last,West,116344.0,,
ramila,last,West,116256.0,,
mina,last,West,114976.0,,
valavi,last,West,114112.0,,
shanta,last,West,112196.0,,
bhoir,last,West,109892.0,,
kharat,last,West,109839.0,,
salave,last,West,109824.0,,
pande,last,West,109661.0,,
pravin,last,West,109542.0,,
lokhande,last,West,109262.0,,
madhu,last,West,108080.0,,
kakade,last,West,107564.0,,
salunkhe,last,West,107385.0,,
gavit,last,West,106272.0,,
raju,last,West,106125.0,,
bhavna,last,West,105141.0,,
shelar,last,West,105099.0,,
bharati,last,West,104932.0,,
mukesh,last,West,104813.0,,
lakshmi,last,West,103873.0,,
sangeeta,last,West,102804.0,,
gore,last,West,101326.0,,
bansode,last,West,100546.0,,
dongare,last,West,100516.0,,
mishra,last,West,99770.0,,
ali,last,West,98142.0,,
rane,last,West,97832.0,,
panchal,last,West,96562.0,,
prakash,last,West,93109.0,,prakasha
padavi,last,West,90048.0,,
dilip,last,West,89367.0,,
madavi,last,West,88453.0,,
begam,last,West,87405.0,,
rajput,last,West,87243.0,,
parab,last,West,86555.0,,
salunke,last,West,86345.0,,
arvind,last,West,86026.0,,
asha,last,West,85270.0,,
pujari,last,West,84953.0,,
tadavi,last,West,84769.0,,
mule,last,West,84009.0,,
borkar,last,West,83927.0,,
chogule,last,West,83683.0,,
kulkarni,last,West,83647.0,,
tambe,last,West,82809.0,,
kanta,last,West,82194.0,,
tiwari,last,West,82023.0,,
bhoyar,last,West,81466.0,,
ghadge,last,West,81283.0,,
jaya,last,West,80969.0,,
wankhede,last,West,80636.0,,
champa,last,West,80436.0,,
husen,last,West,79980.0,,
govinda,last,West,79366.0,,govind
mulla,last,West,79254.0,,
shankar,last,West,79084.0,,
deshpande,last,West,79057.0,,
daksha,last,West,79051.0,,
sonal,last,West,77765.0,,
shetty,last,West,77599.0,,
mehta,last,West,76370.0,,
bagavan,last,West,75734.0,,
vankhade,last,West,75714.0,,
sathe,last,West,75309.0,,
varma,last,West,75225.0,,
bagul,last,West,74668.0,,
mani,last,West,74264.0,,
londhe,last,West,73648.0,,
salim,last,West,72918.0,,
devare,last,West,72558.0,,
borse,last,West,72452.0,,
ghodake,last,West,71770.0,,
varsha,last,West,71275.0,,
ingole,last,West,71267.0,,
nita,last,West,70700.0,,
paradeshi,last,West,70348.0,,
agrawal,last,West,69647.0,,
fernandes,last,West,69188.0,,
vinod,last,West,69113.0,,
mahale,last,West,68976.0,,
nayana,last,West,68553.0,,
dhumal,last,West,68462.0,,
gosavi,last,West,68323.0,,
thombare,last,West,67873.0,,
vishwakarma,last,West,67817.0,,
paradhi,last,West,67748.0,,
khade,last,West,67640.0,,
bhise,last,West,67561.0,,
kamala,last,West,67348.0,,
usha,last,West,66984.0,,
ismail,last,West,66812.0,,
satpute,last,West,66773.0,,
khandare,last,West,66715.0,,
surve,last,West,66669.0,,
arun,last,West,65781.0,,aruna
maske,last,West,65772.0,,
gawande,last,West,65526.0,,
aher,last,West,65190.0,,
giri,last,West,65111.0,,
kolhe,last,West,64177.0,,
uike,last,West,63852.0,,
momin,last,West,63794.0,,
mohan,last,West,62868.0,,
ranjan,last,West,62567.0,,
prajapati,last,West,62212.0,,
marathe,last,West,62133.0,,
kishor,last,West,61487.0,,
khot,last,West,61439.0,,
kailas,last,West,61177.0,,
rama,last,West,60998.0,,
chauhan,last,West,60869.0,,
pal,last,West,60749.0,,
shailesh,last,West,60563.0,,
tamboli,last,West,60542.0,,
nalavade,last,West,60128.0,,
jagdale,last,West,59856.0,,
devakar,last,West,59762.0,,
kokila,last,West,59415.0,,
landage,last,West,59223.0,,
vaidya,last,West,58956.0,,
manakar,last,West,58914.0,,
swami,last,West,58648.0,,
bhanu,last,West,58631.0,,
khairanar,last,West,58424.0,,
solanki,last,West,58409.0,,
ramteke,last,West,58355.0,,
ibrahim,last,West,58164.0,,
sumitra,last,West,58037.0,,
mujavar,last,West,58031.0,,
dube,last,West,57497.0,,
gade,last,West,57363.0,,
hira,last,West,57332.0,,
magar,last,West,57324.0,,
kanu,last,West,57207.0,,
lad,last,West,57082.0,,
kiran,last,West,56796.0,,
gadekar,last,West,56723.0,,
ade,last,West,56608.0,,
kumar,last,West,56565.0,,
nayar,last,West,56374.0,,
kanchan,last,West,56126.0,,
mhaske,last,West,56047.0,,
bankar,last,West,55874.0,,
vasave,last,West,55787.0,,
kadu,last,West,55664.0,,
bagade,last,West,55460.0,,
mahadik,last,West,55382.0,,
lakshman,last,West,55306.0,,
rokade,last,West,55166.0,,
anita,last,West,55104.0,,
navale,last,West,55019.0,,
patole,last,West,54848.0,,
saiyyad,last,West,54678.0,,
misal,last,West,54314.0,,
manu,last,West,53888.0,,
mahendra,last,West,53348.0,,
dhawale,last,West,53129.0,,
lohar,last,West,53116.0,,
naresh,last,West,53077.0,,
nagare,last,West,52959.0,,
pushpa,last,West,52907.0,,
kavale,last,West,52860.0,,
manju,last,West,52858.0,,
kshirsagar,last,West,52722.0,,
ghule,last,West,52635.0,,
nilesh,last,West,52500.0,,
bavane,last,West,52472.0,,
bano,last,West,52443.0,,
jayanti,last,West,52148.0,,
dhanagar,last,West,52011.0,,
yusuf,last,West,51989.0,,
sunil,last,West,51954.0,,
dhage,last,West,51936.0,,
suravase,last,West,51785.0,,
hetal,last,West,51697.0,,
jagadisha,last,West,51244.0,,
rafik,last,West,50878.0,,
sonatakke,last,West,50838.0,,
shevale,last,West,50197.0,,
gharat,last,West,50103.0,,
ganga,last,West,49993.0,,
sapkal,last,West,49966.0,,
soni,last,West,49933.0,,
kamlesh,last,West,49871.0,,
anil,last,West,49791.0,,
lalita,last,West,49565.0,,
sunita,last,West,49525.0,,
rakesh,last,West,49338.0,,
sanap,last,West,48959.0,,
ghorpade,last,West,48850.0,,
sarode,last,West,48740.0,,
sonar,last,West,48719.0,,
sakhare,last,West,48647.0,,
jyoti,last,West,47958.0,,
pagare,last,West,47666.0,,
gavai,last,West,47609.0,,
shirsath,last,West,47501.0,,
ghuge,last,West,47470.0,,
yevale,last,West,47000.0,,
patle,last,West,46868.0,,
urmila,last,West,46803.0,,
salavi,last,West,46764.0,,
narayan,last,West,46684.0,,
bhoi,last,West,46569.0,,
ramana,last,West,46419.0,,
balu,last,West,46318.0,,
jamadar,last,West,46314.0,,
hitesh,last,West,45995.0,,
chandrika,last,West,45987.0,,
parvin,last,West,45978.0,,
vasant,last,West,45955.0,,
shete,last,West,45920.0,,
kanti,last,West,45915.0,,
pandhare,last,West,45778.0,,
ganesh,last,West,45767.0,,
hina,last,West,45750.0,,
santosh,last,West,45722.0,,
gedam,last,West,45651.0,,
paramar,last,West,45583.0,,
babar,last,West,45500.0,,
shirke,last,West,45317.0,,
mulani,last,West,45306.0,,
kshirasagar,last,West,45296.0,,
jayshri,last,West,45194.0,,
solanke,last,West,45191.0,,
kapse,last,West,45183.0,,
rajendra,last,West,45090.0,,
karande,last,West,45002.0,,
haresh,last,West,44984.0,,
shivaji,last,West,44755.0,,
kolekar,last,West,44496.0,,
kokate,last,West,44356.0,,
labhu,last,West,43922.0,,
bhoye,last,West,43780.0,,
dhole,last,West,43616.0,,
chandu,last,West,43491.0,,
beg,last,West,43220.0,,
manoj,last,West,43157.0,,
sahare,last,West,43090.0,,
hasmukh,last,West,43077.0,,
gunjal,last,West,42943.0,,
pathak,last,West,42595.0,,
munde,last,West,42574.0,,
vanita,last,West,42341.0,,
gavhane,last,West,42202.0,,
katkar,last,West,42183.0,,
soma,last,West,42022.0,,
sushila,last,West,42014.0,,
gulab,last,West,42000.0,,
jitendra,last,West,41946.0,,
kalpana,last,West,41945.0,,
hajare,last,West,41886.0,,
bhavesh,last,West,41831.0,,
bobade,last,West,41821.0,,
dange,last,West,41821.0,,
bhagawat,last,West,41741.0,,
pandita,last,West,41685.0,,
madane,last,West,41519.0,,
mate,last,West,41504.0,,
puri,last,West,41466.0,,
khandagale,last,West,41215.0,,
korade,last,West,41152.0,,
kalu,last,West,41123.0,,
zhade,last,West,40990.0,,
dipak,last,West,40990.0,,
chaure,last,West,40977.0,,
vaishali,last,West,40975.0,,
birajdar,last,West,40945.0,,
sita,last,West,40927.0,,
waghamode,last,West,40860.0,,
khobragade,last,West,40426.0,,
borade,last,West,40405.0,,
kate,last,West,40353.0,,
dabhade,last,West,40333.0,,
parvati,last,West,40289.0,,
shilpa,last,West,40177.0,,
kore,last,West,40053.0,,
mahamad,last,West,39964.0,,
khandekar,last,West,39960.0,,
chandrakant,last,West,39840.0,,
gujar,last,West,39801.0,,
vani,last,West,39795.0,,
bhikha,last,West,39756.0,,
sangale,last,West,39756.0,,
subhash,last,West,39666.0,,
ugale,last,West,39662.0,,
gaonkar,last,West,39618.0,,
bhandari,last,West,39483.0,,
avhad,last,West,39429.0,,
ishwar,last,West,39425.0,,
jayesha,last,West,39367.0,,
mansukh,last,West,39297.0,,
vilas,last,West,39141.0,,
gandhi,last,West,39114.0,,
krishna,last,West,39082.0,,
dhotre,last,West,38980.0,,
jaiswal,last,West,38603.0,,
gajabhiye,last,West,38530.0,,
daya,last,West,38381.0,,
saroja,last,West,38141.0,,
sagar,last,West,38120.0,,
mundhe,last,West,38053.0,,
jyotsana,last,West,37997.0,,
ajay,last,West,37703.0,,
vipul,last,West,37625.0,,
kazi,last,West,37605.0,,
inamadar,last,West,37588.0,,
sandip,last,West,37544.0,,
gite,last,West,37470.0,,
savale,last,West,37406.0,,
dhurve,last,West,37387.0,,
khedkar,last,West,37386.0,,
chopade,last,West,37381.0,,
sanjaykumar,last,West,37242.0,,
vitthal,last,West,37168.0,,
aatram,last,West,37059.0,,
nevare,last,West,37056.0,,
ratan,last,West,36476.0,,
kajal,last,West,36361.0,,
tupe,last,West,36183.0,,
yogesh,last,West,36173.0,,
gholap,last,West,36142.0,,
nirmala,last,West,36006.0,,
ubale,last,West,35978.0,,
jagruti,last,West,35935.0,,
javale,last,West,35888.0,,
pol,last,West,35784.0,,
ganpat,last,West,35550.0,,
satish,last,West,35492.0,,
mahadev,last,West,35398.0,,
kumbhare,last,West,35259.0,,
biradar,last,West,35055.0,,
nagpure,last,West,35043.0,,
usman,last,West,34879.0,,
gadhave,last,West,34796.0,,
magan,last,West,34712.0,,
hasan,last,West,34533.0,,
khadse,last,West,34310.0,,
kailash,last,West,34307.0,,
shendage,last,West,34284.0,,
rita,last,West,34193.0,,
vishnu,last,West,34129.0,,
bhamare,last,West,34091.0,,
ramji,last,West,34034.0,,
ramachandra,last,West,33972.0,,
vimala,last,West,33958.0,,
rahul,last,West,33924.0,,
rasila,last,West,33886.0,,
ambhore,last,West,33795.0,,
adhav,last,West,33754.0,,
kavita,last,West,33662.0,,
kavade,last,West,33493.0,,
bhandare,last,West,33325.0,,
shabbir,last,West,33269.0,,
prasad,last,West,33228.0,,
kasabe,last,West,32990.0,,
pinjari,last,West,32941.0,,
nadaf,last,West,32911.0,,
jayasval,last,West,32689.0,,
das,last,West,32684.0,,
dhande,last,West,32527.0,,
povar,last,West,32400.0,,
sakpal,last,West,32350.0,,
ram,last,West,32347.0,,
bansod,last,West,32303.0,,
parul,last,West,32266.0,,
niru,last,West,32233.0,,
bangar,last,West,32158.0,,
tara,last,West,32070.0,,
bodke,last,West,31999.0,,
kute,last,West,31977.0,,
jashu,last,West,31887.0,,
namdev,last,West,31746.0,,
sahu,last,West,31721.0,,
mote,last,West,31578.0,,
pradhan,last,West,31550.0,,
kalpesh,last,West,31479.0,,
prabha,last,West,31353.0,,
puja,last,West,31018.0,,
thakkar,last,West,30991.0,,
devakate,last,West,30974.0,,
kedar,last,West,30941.0,,
shedge,last,West,30695.0,,
hanif,last,West,30694.0,,
manghu,last,West,30690.0,,
naran,last,West,30628.0,,
tekam,last,West,30580.0,,
gajanana,last,West,30510.0,,
shanti,last,West,30503.0,,
vinu,last,West,30440.0,,
bashir,last,West,30410.0,,
shobhana,last,West,30371.0,,
nitin,last,West,30287.0,,
vijaykumar,last,West,30191.0,,
pote,last,West,30117.0,,
surekha,last,West,30087.0,,
kasar,last,West,30087.0,,
uke,last,West,30033.0,,
jignesh,last,West,29966.0,,
minakshi,last,West,29926.0,,
priyanka,last,West,29901.0,,
jashi,last,West,29851.0,,
zha,last,West,29637.0,,
lalji,last,West,29595.0,,
girase,last,West,29502.0,,
rahim,last,West,29470.0,,
shaikha,last,West,29449.0,,
chand,last,West,29424.0,,
mahebub,last,West,29376.0,,
chhagan,last,West,29215.0,,
bhujabal,last,West,29186.0,,
moo,first,East,1604693.0,0.020193270613132856,
moohammad,first,East,1282035.0,0.012428677844208622,
samjay,first,East,531118.0,0.011596293102474403,
geethaa,first,East,489676.0,0.9968428103480669,
manooj,first,East,481385.0,0.010307757823779304,
suneethaa,first,East,460855.0,0.9976283212724175,
meenaa,first,East,433936.0,0.9974235832012094,
mamathaa,first,East,424416.0,0.9968474327075322,
raajes,first,East,423167.0,0.007625830936722381,
reethaa,first,East,397548.0,0.9980077877388391,
samthoosh,first,East,393435.0,0.012454407970821101,
rekhaa,first,East,370662.0,0.9973857584537935,
vijay,first,East,353585.0,0.018295459366206145,
ajay,first,East,352704.0,0.014933201778261658,
asook,first,East,346746.0,0.007201236640076598,
reenaa,first,East,345639.0,0.9977693489449976,
anithaa,first,East,344705.0,0.9963185912591926,
samgeethaa,first,East,328635.0,0.9974257154594003,
mukes,first,East,317939.0,0.007608377707673484,
ushaa,first,East,314993.0,0.9970158067004664,
aasaa,first,East,314685.0,0.9947344169566392,
suneel,first,East,309763.0,0.011834854388677795,
anil,first,East,308306.0,0.01122586002218575,
kiran,first,East,296302.0,0.9747993601123178,
vinood,first,East,292856.0,0.007799054825579807,
maalathee,first,East,284104.0,0.9974206092536623,maalathi
soonee,first,East,276331.0,0.9872471782029523,
sumithraa,first,East,269730.0,0.9975975975975976,
sures,first,East,265415.0,0.007516530716048453,
lalithaa,first,East,258258.0,0.9947029714471575,
umes,first,East,254232.0,0.007902231033072155,
dines,first,East,250641.0,0.006495345933027717,
beebee,first,East,248648.0,0.9890447540297931,
sarithaa,first,East,246413.0,0.9963070130228519,
pimkee,first,East,239893.0,0.9961607883514734,
baasanthi,first,East,237489.0,0.9986957055135498,baasanthee
raakes,first,East,236638.0,0.008029141557991532,
urmilaa,first,East,235634.0,0.9973603130278313,
pramilaa,first,East,232129.0,0.9975660085555876,
renu,first,East,232033.0,0.9938715613727358,
seemaa,first,East,228468.0,0.9954960869793582,
vikaas,first,East,227859.0,0.008356044746970714,
pramood,first,East,225875.0,0.009102379634753735,
soobhaa,first,East,224729.0,0.9739152490332801,
saamthi,first,East,223874.0,0.992694906515427,saamthee
aneethaa,first,East,223354.0,0.9975196325116183,
aarathee,first,East,221473.0,0.9956699010714625,
dileep,first,East,218875.0,0.007332952598515134,
munnee,first,East,218451.0,0.9569468668030817,
poonam,first,East,218283.0,0.9941131466948869,
deepak,first,East,216996.0,0.010852734612619588,
samkar,first,East,213459.0,0.008376315826458477,
saanthi,first,East,209089.0,0.9674117940728372,saanthee
suseelaa,first,East,207789.0,0.9919870638002974,
sunithaa,first,East,206648.0,0.9965884015330417,
prathimaa,first,East,203342.0,0.9965673594240245,
ramjeeth,first,East,201648.0,0.011331627390303895,
kumaaree,first,East,199899.0,0.9918158670128415,
pamkaj,first,East,197136.0,0.010013391770148527,
savithaa,first,East,195480.0,0.9965520769388173,
mamjoo,first,East,195464.0,0.9947867638030532,
meeraa,first,East,193738.0,0.9953442277715265,
rames,first,East,192169.0,0.007410144195994151,
surendr,first,East,186681.0,0.007756547265120714,
raanee,first,East,185934.0,0.9966708617036153,
nirmalaa,first,East,182311.0,0.9941747892337819,
amith,first,East,180534.0,0.011903574949870939,
pradeep,first,East,180467.0,0.007397474330487014,
sarasvathee,first,East,179990.0,0.9962053447413746,
priyamkaa,first,East,179269.0,0.9956378403404939,
poojaa,first,East,177818.0,0.9934483573091588,
punam,first,East,176078.0,0.993474482899624,
sabithaa,first,East,176024.0,0.9969720038176613,
jithendr,first,East,174701.0,0.007355424410850539,
mamju,first,East,170915.0,0.9906035163677852,
paarvathee,first,East,170502.0,0.9965278999659828,
neelam,first,East,169788.0,0.9894397719509035,
roobee,first,East,168393.0,0.9941446497182187,
saavithree,first,East,163961.0,0.9975420984258452,
bebee,first,East,159652.0,0.9954964547891665,
gudiyaa,first,East,159600.0,0.9965726817042606,
raahul,first,East,158934.0,0.00847521612744913,
suloochanaa,first,East,157415.0,0.9982339675380364,
arjun,first,East,156608.0,0.008345678381691868,
kousalyaa,first,East,155367.0,0.997541305425219,
ganes,first,East,153095.0,0.007472484405107939,
chandan,first,East,152491.0,0.03595622036710363,
nares,first,East,150699.0,0.007531569552551775,
babithaa,first,East,149995.0,0.9970932364412147,
raajeev,first,East,149976.0,0.0081546380754254,
mahes,first,East,148975.0,0.007544890082228562,
pushpaa,first,East,148282.0,0.9940383863179617,
seelaa,first,East,147583.0,0.9942811841472257,
ravi,first,East,147099.0,0.015683315318255054,
raajendr,first,East,143581.0,0.006839345038688963,
kavithaa,first,East,136527.0,0.9965281592652003,
goopaal,first,East,133762.0,0.006877887591393669,
abdul,first,East,133396.0,0.009985306905754296,
bhoolaa,first,East,132041.0,0.023280647677615285,
sushamaa,first,East,130422.0,0.9958059223137201,
aravind,first,East,130386.0,0.007293727854217477,
babeethaa,first,East,130253.0,0.9974434370033703,
moohan,first,East,128236.0,0.00958389219875854,
champaa,first,East,128111.0,0.988369460858162,
sakunthalaa,first,East,126481.0,0.9974462567500257,
aroon,first,East,125447.0,0.023173132876832446,
sudheer,first,East,123881.0,0.013932725761012585,
maneesh,first,East,123361.0,0.02046838141714156,
kalaavathee,first,East,120626.0,0.997380332598279,
sunainaa,first,East,118300.0,0.9975655114116653,
mahendr,first,East,116186.0,0.007229786721291722,
raaju,first,East,115236.0,0.03811308965948141,
samjeev,first,East,113925.0,0.008189598420013166,
lalan,first,East,111820.0,0.011831514934716509,
veenaa,first,East,109992.0,0.9930904065750237,
upendr,first,East,109722.0,0.006726089571826981,
gaayathree,first,East,109683.0,0.9957240411002617,
kamales,first,East,108795.0,0.027427731053816812,
prakaas,first,East,108062.0,0.009281708648738687,
ravindr,first,East,107346.0,0.008644942522311032,
rimkee,first,East,105661.0,0.9950028865901326,
subhaash,first,East,105624.0,0.012042717564189957,
raajakumaar,first,East,105361.0,0.010829434041058836,
aabdul,first,East,104311.0,0.006308059552683801,
archanaa,first,East,104167.0,0.9928960227327273,
jagadees,first,East,103198.0,0.006502063993488246,
thaaraa,first,East,102518.0,0.9559491991650246,
manooramaa,first,East,102416.0,0.9959967192626152,
samjoo,first,East,102186.0,0.9671187833949856,
madan,first,East,101089.0,0.011019992284026947,
vimalaa,first,East,99287.0,0.992335351053008,
suboodh,first,East,98985.0,0.013618224983583371,
vinay,first,East,98292.0,0.010133072884873641,
samjeeth,first,East,98236.0,0.014729834276639929,
raadhikaa,first,East,97500.0,0.9882461538461539,
thetharee,first,East,94757.0,0.9968551136063827,
kuni,first,East,94452.0,0.9977131241265405,
ajeeth,first,East,92941.0,0.008392420998267718,
ramju,first,East,92762.0,0.9879584312541774,
arun,first,East,92643.0,0.02486966095657524,
uday,first,East,92531.0,0.029946720558515525,
sravan,first,East,92409.0,0.009241524093973531,
yasoodaa,first,East,92368.0,0.9945002598302443,
roohith,first,East,91846.0,0.008568691069834287,
avadhes,first,East,90863.0,0.010510328736669492,
vibhaa,first,East,90806.0,0.9951875426733916,
goutham,first,East,90260.0,0.01906713937513849,
abhishek,first,East,89781.0,0.007328944876978425,
leelaa,first,East,89522.0,0.9776256115815107,
lakshman,first,East,89453.0,0.008048919544341721,
samju,first,East,88312.0,0.961647341244678,
sambhu,first,East,87660.0,0.01783025325119781,
pappu,first,East,87530.0,0.011298983205758025,
maayaa,first,East,86748.0,0.9712270023516393,
soonoo,first,East,86694.0,0.03748817680577664,
kabithaa,first,East,86328.0,0.9974863312019275,
sulekhaa,first,East,86160.0,0.9969011142061281,
sudhaa,first,East,85186.0,0.9863123048388233,
yoogendr,first,East,84887.0,0.006597005430749114,
akhiles,first,East,84351.0,0.009413047859539307,
indu,first,East,84265.0,0.9755177119800629,
suseel,first,East,83246.0,0.03767147971073685,
maalaa,first,East,82430.0,0.9863641877957054,
sambhoo,first,East,81914.0,0.012403252191322607,
khusaboo,first,East,81434.0,0.9936021809072377,
sunil,first,East,81419.0,0.013215588498999006,
sujeeth,first,East,81239.0,0.015669813759401272,
namithaa,first,East,81062.0,0.9952135402531396,
nehaa,first,East,80416.0,0.9897781536012734,
neethoo,first,East,80078.0,0.9907839856140264,
samdeep,first,East,79805.0,0.00895933838731909,
virendr,first,East,79621.0,0.006782130342497582,
sathabhaamaa,first,East,79546.0,0.9991451487189802,
naaraayan,first,East,78262.0,0.007513224808974981,
kaamthi,first,East,78034.0,0.9864698149458995,kaamthee
raajemdr,first,East,77461.0,0.006958340326099585,
aamju,first,East,77317.0,0.9911791714629383,
saanthilathaa,first,East,77103.0,0.9989105482276954,
laleethaa,first,East,76677.0,0.9932183053588429,
dulaaree,first,East,75545.0,0.9927857568336753,
pujaa,first,East,75355.0,0.9960851967354521,
sabanam,first,East,75116.0,0.9911470259332232,
ramjoo,first,East,74342.0,0.9910010492050254,
prameelaa,first,East,74292.0,0.9973886824960965,
kusum,first,East,74234.0,0.9687340032869036,
neeraj,first,East,73636.0,0.04512738334510294,
sukaanthi,first,East,73179.0,0.9978545757662718,
kunthalaa,first,East,72709.0,0.9990510115666561,
bhaarathee,first,East,72161.0,0.9891492634525575,
bharath,first,East,72145.0,0.006694850648000555,
preethi,first,East,72016.0,0.9886136414130193,
nisaa,first,East,70899.0,0.9901832183810773,
binood,first,East,70426.0,0.00813619969897481,
bimalaa,first,East,69888.0,0.9930173992673993,
khusabu,first,East,69767.0,0.9934639586050712,
pappoo,first,East,68654.0,0.011521542808867654,
raajakumaaree,first,East,68444.0,0.996288936941149,
ajith,first,East,68130.0,0.02590635549684427,
amar,first,East,67932.0,0.04401460283813225,
chimthaa,first,East,67402.0,0.9837541912702887,
sahanaaj,first,East,67232.0,0.9842039504997621,
prabhaa,first,East,66643.0,0.9826538421139505,
kalpanaa,first,East,66450.0,0.9932129420617005,
geethaanjjali,first,East,65543.0,0.9984191373859095,geethaanjjalee
maadhuree,first,East,65255.0,0.9859780859704237,
sathees,first,East,65221.0,0.00829487435028595,
iamdu,first,East,65012.0,0.9758506121946717,
kisoor,first,East,63489.0,0.04815007324103388,
naseemaa,first,East,62657.0,0.9939990743252949,
raamajee,first,East,62538.0,0.011864786209984329,
visvanaath,first,East,61852.0,0.0061113626075147125,
aphasaanaa,first,East,61426.0,0.9944323250740729,
niramjan,first,East,61371.0,0.022258069772368057,
mahemdr,first,East,61356.0,0.006356346567572854,
samdhyaa,first,East,61149.0,0.9922484423293921,
raajaa,first,East,61046.0,0.04000262097434722,
sujaathaa,first,East,60438.0,0.9945233131473576,
dasarath,first,East,60325.0,0.007343555739743058,
dharmaindr,first,East,60220.0,0.007007638658253072,
kumthee,first,East,60095.0,0.9968050586571262,
suraj,first,East,59765.0,0.041596251986948884,
jeethendr,first,East,59722.0,0.007166538294095978,
chinthaa,first,East,59445.0,0.979998317772731,
kunthee,first,East,59270.0,0.9971486418086721,
sareethaa,first,East,57931.0,0.9970136886986243,
hemalathaa,first,East,57831.0,0.9971641507150144,
roopaa,first,East,57630.0,0.9818844351900052,
naveen,first,East,57596.0,0.011528578373498159,
kanhaiyaa,first,East,57416.0,0.01065904974223213,
seethaaraam,first,East,57283.0,0.00792556255782693,
sabaanaa,first,East,57097.0,0.9920135909067026,
