name,clf_predicted_religion,clf_max_prob,prob_Hindu,prob_Muslim,prob_Sikh,prob_Christian,prob_Jain,prob_Buddhist
saajadaa,Christian,0.7701493568860917,0.21505091716891087,0.013195927201226398,0.0007481861416828388,0.7701493568860917,9.814654667513815e-05,0.0007574660554132044
saajid,Muslim,0.7961130604724086,0.07971974656475599,0.7961130604724086,0.002749091038156629,0.11669718117624629,8.148031893072231e-05,0.004639440429501769
saajidaa,Muslim,0.3996895445464755,0.20342643223242868,0.3996895445464755,0.002694654340727274,0.3917386025480318,0.00011169773427378188,0.0023390685980629834
saajiyaa,Christian,0.6447438591369405,0.23156465814206906,0.11898268490831965,0.0038546976102839642,0.6447438591369405,3.3322406982000046e-05,0.0008207777954048753
saakhare,Hindu,0.9498371447903559,0.9498371447903559,0.039442759548835915,0.0027910565729765296,0.007765014812417106,1.7819123580165334e-05,0.00014620515183428202
saakir,Muslim,0.7648576313304114,0.15176861809318065,0.7648576313304114,0.0017505457507090716,0.08155586350457326,6.458253043432684e-06,6.088306808223617e-05
saakshee,Muslim,0.4916250942816392,0.1313355191944533,0.4916250942816392,0.01338965043800456,0.3636105969564318,7.643140416056869e-06,3.14959890549418e-05
saalave,Hindu,0.5323637572463338,0.5323637572463338,0.04114361559917874,0.0042071365699022775,0.42214199753643045,8.319087585611217e-05,6.0302172298666206e-05
saalavee,Christian,0.47007144487699415,0.406427162299693,0.1103268655852537,0.013035300791111317,0.47007144487699415,7.382259302107502e-05,6.540385392684817e-05
saalinee,Muslim,0.4835253983816558,0.20808809963716565,0.4835253983816558,0.001187620292530264,0.30717604691471023,1.1326490486657823e-05,1.1508283451156719e-05
saaloo,Christian,0.8343055228346415,0.08483180637663848,0.07414787141315227,0.006640721728962362,0.8343055228346415,3.5505109452071877e-05,3.857253715328328e-05
saalumke,Christian,0.3756081759894648,0.3635988343289842,0.2559599593429171,0.003074860630076206,0.3756081759894648,4.807118520562506e-05,0.0017100985233520802
saalumkhe,Muslim,0.4716054718152035,0.4119761092024955,0.4716054718152035,0.002640260503507146,0.11242360393018036,2.325855231134679e-05,0.0013312959963020698
saama,Christian,0.41925989185258494,0.3695900296993821,0.2093574925418036,0.0014417166406680726,0.41925989185258494,0.00012936109460555306,0.0002215081709558634
saamgale,Christian,0.5165032576142573,0.3657013895066449,0.11534699067998022,0.0015542796053362722,0.5165032576142573,0.000311770810679346,0.0005823117831020214
saami,Christian,0.3805716963945283,0.32730721589288947,0.28632053237334587,0.005142000115787812,0.3805716963945283,1.9105603203644756e-05,0.0006394496202448998
saamthaa,Christian,0.5053991126357712,0.38986472381275156,0.09843654118304208,0.004887464969191077,0.5053991126357712,4.297728823816229e-05,0.0013691801110059343
saamthi,Hindu,0.6600169407762855,0.6600169407762855,0.11032114762631547,0.00945787626202487,0.21792133459147792,4.084279069958262e-05,0.0022418579531967094
saanap,Hindu,0.6383541160728018,0.6383541160728018,0.011010590827503396,0.0004828376221748034,0.3454124213582224,0.004567720858848958,0.00017231326044842338
saanoo,Christian,0.6073715868142364,0.05017168963910295,0.3347246030458852,0.006830548542402798,0.6073715868142364,4.666537886984908e-05,0.0008549065795027406
saanthaa,Christian,0.8913512080854599,0.10783690336758378,0.00041974395284851107,0.00032765156476540337,0.8913512080854599,2.2831769890851526e-05,4.1661259451624274e-05
saanthi,Hindu,0.6094116841415799,0.6094116841415799,0.0005922404071655563,0.001954207074690284,0.3878404343160148,5.7618407621585374e-05,0.00014381565292806
saanthidevee,Hindu,0.7465232488664142,0.7465232488664142,0.0010915044496686691,0.001663897800561162,0.24997908982523542,1.507718166710391e-05,0.0007271818764534937
saanthilathaa,Christian,0.7743113252701095,0.22353377195400936,0.000979629264071116,0.0009914718624874864,0.7743113252701095,5.672493478525289e-06,0.00017812915584403303
saaradaa,Hindu,0.7272832023289127,0.7272832023289127,0.0038436611477194725,0.00031028545501060747,0.2683166847698073,8.94304277210736e-05,0.00015673587082875367
saarikaa,Hindu,0.7007817710330685,0.7007817710330685,0.08772711710556237,0.0021066677432129114,0.20913484297581492,0.00011387471458119484,0.00013572642776025177
saathaputhe,Christian,0.579095568445264,0.41286508965683794,0.00418458402115295,0.0037797132114538853,0.579095568445264,8.559332446555635e-06,6.648533284458518e-05
saathe,Christian,0.8962385246213891,0.09579291669301308,0.006658076752357177,0.0012627643913010458,0.8962385246213891,2.9048106407954518e-06,4.481273129886486e-05
saav,Christian,0.6867587115011211,0.2999678717676718,0.012823503214159256,0.00032031055143370726,0.6867587115011211,9.414344171751003e-05,3.5459523896580544e-05
saavale,Hindu,0.7369735677876034,0.7369735677876034,0.0360136920271899,0.0003231106149959352,0.22384545336380535,0.002737363873227046,0.00010681233317852323
saavaleeyaa,Christian,0.6904070964942557,0.16822171391964494,0.1395476895163652,0.0015032389801194629,0.6904070964942557,0.0002762703415840349,4.3990748030689525e-05
saavamth,Hindu,0.7533368245755822,0.7533368245755822,0.010018221651365752,0.0011547444889103968,0.23298256078370738,0.0003042883469498942,0.002203360153484338
saavathree,Hindu,0.7210713298438153,0.7210713298438153,0.011714672908046985,0.0012969771549323687,0.26564087393420843,7.160098270363756e-05,0.00020454517629322827
saavithree,Hindu,0.8034389491905701,0.8034389491905701,0.012707884663341095,0.0029133226976125323,0.18062574947240992,6.900844559334636e-05,0.00024508553047299965
saayadaa,Hindu,0.5490032283998167,0.5490032283998167,0.004159044081596628,0.0003357048123611872,0.4464649009152209,1.544064474113791e-05,2.168114626340927e-05
saayaraa,Christian,0.6235538511038552,0.37356338457129096,0.00203595070671221,0.0006888521012431585,0.6235538511038552,2.6292193334906693e-05,0.00013166932356368025
saayaree,Christian,0.6334954844295069,0.35410441701510065,0.010560245056245997,0.001815450512341725,0.6334954844295069,8.286946673678323e-06,1.6116040131185064e-05
sab,Muslim,0.9999931992546643,6.5840435137369286e-06,0.9999931992546643,5.5881399305819294e-08,1.5967090606378203e-07,6.903096514893902e-10,4.592071236366822e-10
saba,Muslim,0.993013420385237,0.006933917590975668,0.993013420385237,1.1173507538922105e-05,3.954938929752872e-05,2.104305640932439e-07,1.728696386637371e-06
sabaa,Muslim,0.967277555315306,0.023026393725574856,0.967277555315306,0.0001826192792287488,0.009487771437551763,3.261493959757872e-06,2.239874837897686e-05
sabaanaa,Muslim,0.4711746203041607,0.25457509299372144,0.4711746203041607,0.0007565056089799367,0.2730909590327298,7.022023417501736e-05,0.0003326018262331953
sabale,Muslim,0.8210875953548478,0.17095343126419726,0.8210875953548478,0.0002748717240852247,0.007595660705916582,1.7233603367586904e-05,7.120734758560861e-05
sabanam,Hindu,0.8858898254710877,0.8858898254710877,0.11128106288020012,0.00013090028823687074,0.0025782571911469707,7.789323167890771e-06,0.00011216484616025932
sabbeer,Muslim,0.998008533997476,0.0018508666666002655,0.998008533997476,3.555092516385216e-05,0.00010473246850133945,1.1184479635047526e-07,2.0409746200983896e-07
sabeenaa,Muslim,0.9676900365560659,0.0265099782189202,0.9676900365560659,0.00046791768107219933,0.005318819424799152,1.0774693819865414e-06,1.2170649760372385e-05
