name,clf_predicted_religion,clf_max_prob,prob_Hindu,prob_Muslim,prob_Sikh,prob_Christian,prob_Jain,prob_Buddhist,clf_predicted_religion_corrected,clf_max_prob_corrected
korra,Hindu,0.7496727890919802,0.7496727890919802,0.0010624181520761,0.0010639674845988,0.2480573734089867,4.155526685468498e-05,0.0001018965955035,Christian,0.9156234209620318
kota,Hindu,0.9777374732830468,0.9777374732830468,0.0022755633586483,0.0062874863711747,0.0132621721513643,0.0001282460146781,0.0003090588210877,Hindu,0.6022084740409943
kotal,Hindu,0.9450392218557828,0.9450392218557828,0.0106585143081655,0.0060376210039754,0.0377026503281153,0.0004416868857346,0.000120305618226,Christian,0.5189084162337746
koteswararao,Hindu,0.7877163270131275,0.7877163270131275,0.0006447905766316,0.0007093528108212,0.2106944587325999,6.07261262047966e-05,0.0001743447406151,Christian,0.8993197211420441
kothari,Hindu,0.5712249112453281,0.5712249112453281,0.0254164696503596,0.0264508998473013,0.3163770691334357,0.060263347808695,0.0002673023148801,Christian,0.8644853937730388
kousal,Muslim,0.4604408664900052,0.3047338323826246,0.4604408664900052,0.0462847929936019,0.1884123881525404,2.2305362188970222e-05,0.0001058146190389,Christian,0.5286135263394532
kousalaa,Christian,0.523771981181945,0.3125366557348588,0.14615118759866,0.0174049929583572,0.523771981181945,1.5418529651559072e-05,0.0001197639965273,Christian,0.8946482856882217
kousalyaa,Christian,0.5165353539202336,0.3691816615294296,0.0970256647206281,0.0171759330015873,0.5165353539202336,1.7837091838038827e-05,6.354973628309222e-05,Christian,0.911837838166858
kousar,Muslim,0.4606633906132961,0.3700905771531125,0.4606633906132961,0.0856902722154441,0.0833803729063684,1.947725662869806e-05,0.00015590985515,Muslim,0.43650132721482127
kousilyaa,Christian,0.7192274138533196,0.2084203905002505,0.0418140893331231,0.0305124931189908,0.7192274138533196,5.2058566192661884e-06,2.0407337696635103e-05,Christian,0.9464966593846608
koya,Sikh,0.7609309241047467,0.0109160766969135,0.2219981711936023,0.7609309241047467,0.0060721260853405,3.100385455522215e-05,5.169806484158749e-05,Sikh,0.8982349757445995
koyal,Sikh,0.5818104823387494,0.1058503906852097,0.2857267842982081,0.5818104823387494,0.0265088482670148,4.5481556000940255e-05,5.80128548169764e-05,Sikh,0.8073463178751764
kra,Hindu,0.992314189995128,0.992314189995128,0.0029871734634333,0.0002431106717829,0.0022596144107408,0.0002567319328778,0.0019391795260372,Hindu,0.8925850360047617
kraanthi,Hindu,0.8848636125133675,0.8848636125133675,0.0002583193211008,0.0011969281808017,0.1130030779903613,0.0001096876971901,0.0005683742971783,Christian,0.8087734552003999
kripaa,Hindu,0.7454221162174092,0.7454221162174092,0.00133478986348,0.0002840702472497,0.2527988505513407,3.25252678769002e-05,0.0001276478526433,Christian,0.9192286796886443
kripaal,Hindu,0.7613000412481895,0.7613000412481895,0.004998681099939,0.000495217357722,0.2330778087430972,4.4222361372584666e-05,8.402918967948035e-05,Christian,0.907290243822367
krisan,Hindu,0.9881147923096598,0.9881147923096598,0.0046656063560898,0.0003625640739938,0.0067348422098158,1.1167161245135305e-05,0.0001110278891951,Hindu,0.7758961298913372
krisanaa,Hindu,0.9673005704424849,0.9673005704424849,0.0064236144842329,0.0003572723015906,0.0257882607511268,2.318135515599656e-05,0.0001071006654087,Hindu,0.5022934863512631
krishan,Hindu,0.9981550587668272,0.9981550587668272,0.0006427126121247,0.0001780719619413,0.0010202104892126,1.0310361929905808e-06,2.9151337012004017e-06,Hindu,0.9560889424861846
krishn,Hindu,0.9561216841341312,0.9561216841341312,0.0052967446782473,0.0021280102272575,0.0364358927788102,1.2510203193465236e-05,5.157978360039447e-06,Christian,0.5420119578255889
krishna,Hindu,0.955513161025351,0.955513161025351,0.0024510190299009,0.0023945956157457,0.0396021521989595,3.2878191124474685e-05,6.193938918162348e-06,Christian,0.5672541213479039
krishnaa,Hindu,0.7059050749857337,0.7059050749857337,0.0256231665503496,0.0062340798493165,0.2621112832845176,7.74821957818638e-05,4.891313430051243e-05,Christian,0.8907518903379686
krishnaabaaee,Hindu,0.4574053791126755,0.4574053791126755,0.139506829934793,0.0065063792012085,0.3964113972375601,4.559494388433701e-05,0.0001244195698785,Christian,0.8767044048962302
krishnaavathee,Hindu,0.6046535085294107,0.6046535085294107,0.0070033972383196,0.0027862333284649,0.3854816737699918,3.674884194492855e-05,3.843829186795389e-05,Christian,0.9470289469365835
krishnakumaar,Hindu,0.7508039387267499,0.7508039387267499,0.0226309567974647,0.0056051635791064,0.2207643744412526,0.0001206650753541,7.490138007198473e-05,Christian,0.8728109256668535
krishnakumar,Hindu,0.8493710710364355,0.8493710710364355,0.0224470137772769,0.004776553634231,0.1231052710207427,0.0002383839467492,6.170658456457488e-05,Christian,0.7818150630555226
krishnamoorththi,Hindu,0.9569395108043476,0.9569395108043476,0.0068962407369941,0.0108412001846947,0.0252703318326491,1.3904185448746614e-05,3.881225586561612e-05,Hindu,0.43925384115480814
krishnan,Hindu,0.974885191905487,0.974885191905487,0.0003938622376396,0.0004201389816505,0.0242879668028071,9.36758259395345e-06,3.47248982171481e-06,Hindu,0.5335877368862634
krishnankutty,Hindu,0.9026812407860334,0.9026812407860334,0.0749400894583763,0.0015237667859895,0.0207919306037344,3.3151043121483775e-05,2.982132274478061e-05,Hindu,0.383445908388192
krishnapaal,Hindu,0.9053362520164376,0.9053362520164376,0.0079988309595347,0.0019147132288008,0.0842534290987907,0.000474363050465,2.241164597111427e-05,Christian,0.7379165478140447
krishnapal,Hindu,0.981390476386254,0.981390476386254,0.0021347217788756,0.0015944571531662,0.0141882817020737,0.0006798925298538,1.2170449776636776e-05,Hindu,0.6394350834039259
krishnasamy,Hindu,0.9906483658128412,0.9906483658128412,0.0022737367285863,0.000398472705333,0.0066691339516943,3.957921258856478e-06,6.332880286204197e-06,Hindu,0.7911281365097229
krishnaveni,Hindu,0.9111912639125084,0.9111912639125084,0.0094128113147083,0.0016884099319792,0.0776464971575267,4.309432902140038e-05,1.792335425582862e-05,Christian,0.7195876483305712
ksheerasaagar,Hindu,0.5011286700838272,0.5011286700838272,0.0614535770900928,0.001824252035935,0.4354964483347578,2.6255679675749644e-05,7.079677571123113e-05,Christian,0.9306482732988736
kshirasaagar,Hindu,0.6119877139200429,0.6119877139200429,0.0362105779609543,0.0030912393608028,0.3462584340336798,0.0001551626495748,0.0022968720749449,Christian,0.9200523330393524
kshirasagar,Hindu,0.8291880832133036,0.8291880832133036,0.0489430586290648,0.0144980180250369,0.1039942534375578,0.0007450843459767,0.0026315023490598,Christian,0.681340001021553
kshirsagar,Hindu,0.8837420733248791,0.8837420733248791,0.0698900123226851,0.0174403447174756,0.028017010973278,0.0004004904521898,0.000510068209492,Christian,0.3262453940275998
kuber,Jain,0.7598303027477528,0.2304078637690393,0.0036437598936298,0.0001495333789856,0.0058926675737354,0.7598303027477528,7.587263685685699e-05,Jain,0.8448838000026148
kui,Hindu,0.6867397277206524,0.6867397277206524,0.1981307094903939,0.0203260256260873,0.0942542050408873,4.605817452659499e-05,0.0005032739474524,Christian,0.5149662382873148
kujur,Hindu,0.825276782189482,0.825276782189482,0.1577462982679784,0.0050220746410857,0.0111746763967355,6.01630199001192e-05,0.0007200054848183,Muslim,0.5205488225962351
kuladeep,Hindu,0.9858056030039368,0.9858056030039368,0.0065779390948324,0.0010688029619355,0.0058174544465983,1.2170993034320813e-05,0.0007180294996624,Hindu,0.7713671445849569
kulajeeth,Hindu,0.9127798300880264,0.9127798300880264,0.0338482487461168,0.0238977400746137,0.0280657654860245,1.0551858386600746e-05,0.0013978637468317,Christian,0.341930606152567
kulakanee,Hindu,0.7448460303707896,0.7448460303707896,0.1994114857583538,0.0026390994018694,0.0510561639504176,0.0002148243787502,0.0018323961398194,Muslim,0.417066795169841
kulakani,Hindu,0.9502504110318448,0.9502504110318448,0.0221218297689195,0.0019704984446015,0.0249920333118408,0.0003049774644353,0.0003602499783578,Hindu,0.4588162795451174
kulakarnee,Hindu,0.8699305213564783,0.8699305213564783,0.0547437554204822,0.0208433842552464,0.0505191983339701,0.0001389721781969,0.0038241684556262,Christian,0.4729574080950428
kulandaivel,Hindu,0.9940667342063956,0.9940667342063956,0.0027789979305839,0.0001890740309827,0.0028939363922587,1.0708160605235348e-05,6.054927917383037e-05,Hindu,0.883759796940297
kulavath,Hindu,0.9793619051047148,0.9793619051047148,0.0035397358975794,0.0020003431651749,0.0143720767679281,0.0002314359275297,0.0004945031370728,Hindu,0.626617509567384
kulaviadar,Hindu,0.9849903943319508,0.9849903943319508,0.0047771480707746,0.0009868379981037,0.0089654694090583,0.0001597450520447,0.0001204051380675,Hindu,0.7214202486636594
kuldeep,Hindu,0.914522035554081,0.914522035554081,0.0210027515513883,0.0476514676427616,0.016390986062752,1.4867662732058092e-05,0.0004178915262849,Sikh,0.42892146819790317
