name,type,gender,religion,region,n,hand,clf,score
molla,last,,Muslim,South,3152.0,1,0.987699479307486,0.9963098437922457
fakir,last,,Muslim,South,1237.0,1,0.986408490041214,0.9959225470123643
jafri,last,,Muslim,South,63.0,1,0.984922324698012,0.9954766974094036
mirza,last,,Muslim,South,1716.0,1,0.9838667967963968,0.995160039038919
habib,last,,Muslim,South,2420.0,1,0.979384358799994,0.9938153076399983
marakkar,last,,Muslim,South,8239.0,1,0.9708876002500167,0.991266280075005
basheer,last,,Muslim,South,62131.0,1,0.9678171505030764,0.9903451451509229
noor,last,,Muslim,South,4248.0,1,0.9629335156090284,0.9888800546827086
rehman,last,,Muslim,South,2617.0,1,0.9606403257023144,0.9881920977106944
qureshi,last,,Muslim,South,290.0,1,0.9580847430362828,0.9874254229108848
khatoon,last,,Muslim,South,1360.0,1,0.9530482226021916,0.9859144667806574
zaidi,last,,Muslim,South,5.0,1,0.9496327799824464,0.984889833994734
farooqui,last,,Muslim,South,19.0,1,0.9407867713133888,0.9822360313940166
abbasi,last,,Muslim,South,117.0,1,0.9352917485904562,0.9805875245771368
begum,last,,Muslim,South,26968.0,1,0.932043379136302,0.9796130137408906
uddin,last,,Muslim,West,1824.0,1,0.9999940863791156,0.9999982259137347
saifi,last,,Muslim,West,1528.0,1,0.999886576874216,0.9999659730622648
siddiqui,last,,Muslim,West,101.0,1,0.9997643462660684,0.9999293038798205
ansari,last,,Muslim,West,264557.0,1,0.998300464187554,0.9994901392562663
begam,last,,Muslim,West,87405.0,1,0.99720245267193,0.999160735801579
ahmad,last,,Muslim,West,120445.0,1,0.996208946383144,0.9988626839149433
yusuf,last,,Muslim,West,51989.0,1,0.995511430745674,0.9986534292237021
iqbal,last,,Muslim,West,9582.0,1,0.9916249880310593,0.9974874964093178
